id,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
18,2000011060,Isradipine 5 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Isradipine 5 mg,1970-01-01,2099-12-31,NA
19,2000010452,desloratadine 5 MG [Clarinex],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Clarinex 5mg,1970-01-01,2099-12-31,NA
20,2000010064,mesalamine,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Mesalamine Desensitization 200 mg / 200 mL,1970-01-01,2099-12-31,NA
21,2000010372,Fluorouracil 50 MG/ML [Efudex],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Efudex 5%,1970-01-01,2099-12-31,NA
22,2000010973,Lurasidone Hydrochloride 40 MG [Latuda],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Latuda (Lurasidone) 40 mg,1970-01-01,2099-12-31,NA
23,2000011075,cabergoline 0.5 MG [Dostinex],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Cabergoline     ( Dostinex) 0.5 mg,1970-01-01,2099-12-31,NA
24,2000010185,pantoprazole,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Pantoprazole Dummy Pkg for POE pump and PHA SS ordering,1970-01-01,2099-12-31,NA
25,2000011218,erlotinib 150 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Erlotinib 150 mg Tab,1970-01-01,2099-12-31,NA
26,2000010752,Naltrexone,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Naltrexone 1.75 mg,1970-01-01,2099-12-31,NA
27,2000010382,heparin,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Heparin,1970-01-01,2099-12-31,NA
28,2000010598,Fentanyl,Drug,mimiciv_drug_ndc,Prescription Drug,NA,FENTANYL,1970-01-01,2099-12-31,NA
29,2000010095,coenzyme Q10 100 MG Oral Capsule,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Coenzyme Q10 100mg Capsule,1970-01-01,2099-12-31,NA
30,2000010944,Niacin 1000 MG [Niaspan],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Niaspan 1000 MG,1970-01-01,2099-12-31,NA
31,2000010527,tolterodine tartrate 4 MG [Detrol],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Detrol LA 4 mg,1970-01-01,2099-12-31,NA
32,2000010614,Furosemide,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Furosemide,1970-01-01,2099-12-31,NA
33,2000010421,sitagliptin 50 MG Oral Tablet [Januvia],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Januvia 50mg tab,1970-01-01,2099-12-31,NA
34,2000011127,Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT [Symbicort],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Symbicort 160 mcg-4.5 mcg/Actuation,1970-01-01,2099-12-31,NA
35,2000010050,Tetrabenazine 25 MG Oral Tablet [Xenazine],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Xenazine 25 mg tablets,1970-01-01,2099-12-31,NA
36,2000010905,Potassium Chloride 20 MEQ Extended Release Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Potassium Chloride Replacement (Oncology) 20mEq Tablet,1970-01-01,2099-12-31,NA
37,2000010113,fluticasone Metered Dose Nasal Spray [Flonase],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Flonase,1970-01-01,2099-12-31,NA
38,2000010769,bimatoprost 0.3 MG/ML Ophthalmic Solution [Lumigan],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Bimatoprost (Lumigan) 0.03% Opth Soln,1970-01-01,2099-12-31,NA
39,2000010727,interferon beta-1b 0.3 MG [Betaseron],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Betaseron 0.3mg,1970-01-01,2099-12-31,NA
40,2000010742,candesartan Oral Tablet [Atacand],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Atacand 1,1970-01-01,2099-12-31,NA
41,2000010530,Escitalopram 10 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,ESCITALOPRAM 10MG,1970-01-01,2099-12-31,NA
42,2000011123,prednisolone acetate 10 MG/ML [Omnipred],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Omnipred 1%,1970-01-01,2099-12-31,NA
43,2000010869,Saccharomyces boulardii Oral Powder [Florastor],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Florastor CAP,1970-01-01,2099-12-31,NA
44,2000010764,Melatonin 3 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Melatonin 3mg tab,1970-01-01,2099-12-31,NA
45,2000010645,Cefazolin,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Cefazolin 10g Bulk vial,1970-01-01,2099-12-31,NA
46,2000010835,Nisoldipine 20 MG [Sular],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Nisoldipine (Sular) 20mg tablet,1970-01-01,2099-12-31,NA
47,2000010464,abacavir 600 MG / Lamivudine 300 MG Oral Tablet [Epzicom],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Epzicom 600 mg-300 mg Tab,1970-01-01,2099-12-31,NA
48,2000011024,Triazolam 0.25 MG [Halcion],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Halcion 0.25,1970-01-01,2099-12-31,NA
49,2000010556,glycopyrronium,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Glycopyrrolate,1970-01-01,2099-12-31,NA
50,2000010519,exemestane 25 MG Oral Tablet [Aromasin],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Aromasin (exemestane) 25 mg tablet,1970-01-01,2099-12-31,NA
51,2000010394,bosentan 125 MG Oral Tablet [Tracleer],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Bosentan (Tracleer) 125 mg tablet,1970-01-01,2099-12-31,NA
52,2000010629,"Insulin, Glulisine, Human 100 UNT/ML [Apidra]",Drug,mimiciv_drug_ndc,Prescription Drug,NA,Apidra Insulin glulisine 100U/mL,1970-01-01,2099-12-31,NA
53,2000010446,Rabeprazole sodium 20 MG [Aciphex],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Aciphex 20mg TAB,1970-01-01,2099-12-31,NA
54,2000010766,ranolazine 500 MG [Ranexa],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Ranexa 500mg tablet,1970-01-01,2099-12-31,NA
55,2000010733,Dutasteride 0.5 MG Oral Capsule [Avodart],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Avodart 0.5mg capsule,1970-01-01,2099-12-31,NA
56,2000010124,brimonidine,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Brimonidine 0.2% solution,1970-01-01,2099-12-31,NA
57,2000010630,Sodium Chloride Injection,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Sodium Chloride (Hypertonic) 5%,1970-01-01,2099-12-31,NA
58,2000010455,Lovastatin 10 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Lovastatin 10 mg Tab,1970-01-01,2099-12-31,NA
59,2000010343,darifenacin 7.5 MG [Enablex],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Enablex 7.5mg,1970-01-01,2099-12-31,NA
60,2000011112,bosentan 125 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Bosentan 125 mg Tab,1970-01-01,2099-12-31,NA
61,2000010256,Pimozide,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Pimozide 5mg,1970-01-01,2099-12-31,NA
62,2000010428,Estazolam 1 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Estazolam 1mg,1970-01-01,2099-12-31,NA
63,2000010411,Ketotifen 0.25 MG/ML [Zaditor],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Zaditor 0.025 %,1970-01-01,2099-12-31,NA
64,2000010531,basiliximab,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Basiliximab 2mg,1970-01-01,2099-12-31,NA
65,2000010607,bimatoprost Ophthalmic Solution [Lumigan],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Lumigan *NF* Opth Soln,1970-01-01,2099-12-31,NA
66,2000010804,capecitabine 500 MG [Xeloda],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Xeloda 500 mg Tab,1970-01-01,2099-12-31,NA
67,2000010225,Dobutamine,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Dobutamine 250MG PREMIX,1970-01-01,2099-12-31,NA
68,2000011254,Midazolam,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Midazolam HCl,1970-01-01,2099-12-31,NA
69,2000010610,Folic Acid,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Folic Acid 1MG/0.2ML SYR,1970-01-01,2099-12-31,NA
70,2000010721,Propofol,Drug,mimiciv_drug_ndc,Prescription Drug,NA,PROPOFOL,1970-01-01,2099-12-31,NA
71,2000010792,Amylases / Endopeptidases / Lipase Delayed Release Oral Capsule [Lipram],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Lipram 4500 ea,1970-01-01,2099-12-31,NA
72,2000011383,Magnesium Sulfate 100 mL Bag,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Magnesium Sulfate 100 mL Bag,1970-01-01,2099-12-31,NA
73,2000011022,ropinirole 6 MG [Requip],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Requip XL 6 mg,1970-01-01,2099-12-31,NA
74,2000010211,insulin detemir 100 UNT/ML [Levemir],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Levemir 100 unit/mL Sub-Q,1970-01-01,2099-12-31,NA
75,2000011311,dronedarone 400 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Dronedarone 400 mg Tab,1970-01-01,2099-12-31,NA
76,2000011045,tadalafil 20 MG [Adcirca],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Adcirca 20 mg,1970-01-01,2099-12-31,NA
77,2000010634,Baclofen 10 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Baclofen 10mg tablet,1970-01-01,2099-12-31,NA
78,2000010954,Eszopiclone 3 MG [Lunesta],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Lunesta 3mg,1970-01-01,2099-12-31,NA
79,2000010935,ranolazine,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Ranolazine 250 mg Tablet,1970-01-01,2099-12-31,NA
80,2000010560,Thiamine 100 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Thiamine HCl 100mg/ml,1970-01-01,2099-12-31,NA
81,2000010409,Triazolam 0.25 MG [Halcion],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Halcion 0.25mg,1970-01-01,2099-12-31,NA
82,2000010209,darifenacin 15 MG [Enablex],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Enablex 15 mg,1970-01-01,2099-12-31,NA
83,2000010048,Coenzyme Q10,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Coenzyme Q10 900 mg,1970-01-01,2099-12-31,NA
84,2000010105,rivastigmine 0.396 MG/HR [Exelon],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Exelon 9.5 mg/24 hour Transderm 24 hr Patch,1970-01-01,2099-12-31,NA
85,2000010184,"Regular Insulin, Human 100 UNT/ML [Humulin R]",Drug,mimiciv_drug_ndc,Prescription Drug,NA,humulin R 1 unit/mL,1970-01-01,2099-12-31,NA
86,2000011326,Lidocaine,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Lidocaine 1%,1970-01-01,2099-12-31,NA
87,2000010507,Omeprazole 20 MG [Prilosec],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Prilosec 20 mg Cap,1970-01-01,2099-12-31,NA
88,2000011227,docosanol 100 MG/ML [Abreva],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Abreva 1,1970-01-01,2099-12-31,NA
89,2000010329,Calcium Carbonate 1250 MG / Cholecalciferol 400 UNT Chewable Tablet [Os-Cal 500 with D],Drug,mimiciv_drug_ndc,Prescription Drug,NA,"Os-Cal 500 + D 500 mg (1,250 mg)-600 unit Chewable Tab",1970-01-01,2099-12-31,NA
90,2000010099,ropinirole 4 MG [Requip],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Requip XL 4,1970-01-01,2099-12-31,NA
91,2000010618,Etidronate Disodium 200 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Etidronate Disodium 200mg,1970-01-01,2099-12-31,NA
92,2000011088,Treprostinil 0.6 MG/ML Inhalant Solution [Tyvaso],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Tyvaso 1.74 mg/2.9 mL (0.6 mg/mL) Neb Solution,1970-01-01,2099-12-31,NA
93,2000010722,polydextrose,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Dextrose 5% 150ml Bag,1970-01-01,2099-12-31,NA
94,2000010895,Flecainide Acetate 150 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Flecainide Acetate 150mg TAB,1970-01-01,2099-12-31,NA
95,2000010887,enfuvirtide 90 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Enfuvirtide 90MG,1970-01-01,2099-12-31,NA
96,2000011359,Ampicillin-Sulbactam Send Vial,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Ampicillin-Sulbactam Send Vial,1970-01-01,2099-12-31,NA
97,2000010756,Sodium,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Sodium CITRATE 4% 3mL Syringe,1970-01-01,2099-12-31,NA
98,2000011132,Trientine 250 MG Oral Capsule,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Trientine HCl 250mg capsule,1970-01-01,2099-12-31,NA
99,2000010270,Dutasteride 0.5 MG [Avodart],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Avodart 0.5,1970-01-01,2099-12-31,NA
100,2000010904,Guaifenesin 1200 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Guaifenesin DM table 1200mg,1970-01-01,2099-12-31,NA
101,2000010850,Secretin 0.016 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Secretin 16mcg,1970-01-01,2099-12-31,NA
102,2000010907,Carisoprodol 350 MG Oral Tablet [Soma],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Carisoprodol (Soma) 350 mg Oral Tab,1970-01-01,2099-12-31,NA
103,2000010098,Famotidine 20 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Famotidine 20mg Premix Bag,1970-01-01,2099-12-31,NA
104,2000010139,Glycerin,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Glycerin (Laxative) gm/ml,1970-01-01,2099-12-31,NA
105,2000010120,Thalidomide 200 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Thalidomide 200 MG,1970-01-01,2099-12-31,NA
106,2000011216,sunitinib 25 MG [Sutent],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Sutent 25 mg Cap,1970-01-01,2099-12-31,NA
107,2000010404,Acetic Acid Vaginal Gel,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Acetic Acid Glacial 0.04% Vaginal Douche,1970-01-01,2099-12-31,NA
108,2000011094,Calcium Gluconate / calcium lactate Oral Solution,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Calcium Lactate calcium lactate,1970-01-01,2099-12-31,NA
109,2000010798,Ritonavir 100 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Ritonavir study med 100mg,1970-01-01,2099-12-31,NA
110,2000011181,Warfarin Sodium 10 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Warfarin 10 mg,1970-01-01,2099-12-31,NA
111,2000011226,insulin detemir 100 UNT/ML [Levemir],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Levemir Flexpen 100 U/ml,1970-01-01,2099-12-31,NA
112,2000010383,Potassium Chloride,Drug,mimiciv_drug_ndc,Prescription Drug,NA,POTASSIUM CHLORIDE,1970-01-01,2099-12-31,NA
113,2000010449,Metformin 500 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Metformin ER 500 mg 24 hr Tab,1970-01-01,2099-12-31,NA
114,2000010425,Lysine 500 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,lysine 500mg tablets 500 mg Tab,1970-01-01,2099-12-31,NA
115,2000010982,Oxycodone Hydrochloride 20 MG/ML Oral Solution,Drug,mimiciv_drug_ndc,Prescription Drug,NA,oxyCODONE 20 mg/mL concentrated oral solution,1970-01-01,2099-12-31,NA
116,2000010901,Colesevelam hydrochloride 625 MG Oral Tablet [Welchol],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Colesevelam (WelChol) 625mg tablet,1970-01-01,2099-12-31,NA
117,2000010846,ezetimibe 10 MG / Simvastatin 40 MG [Vytorin],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Vytorin 10-40 10 mg-40 mg Tab,1970-01-01,2099-12-31,NA
118,2000010880,Acetic Acid,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Acetic Acid 0.04%,1970-01-01,2099-12-31,NA
119,2000011071,ezetimibe 10 MG / Simvastatin 80 MG [Vytorin],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Vytorin 10-80 10 mg-80 mg Tab,1970-01-01,2099-12-31,NA
120,2000010157,mesalamine,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Mesalamine Desensitization 1 mg / 10 mL,1970-01-01,2099-12-31,NA
121,2000011104,{1 (aprepitant 125 MG Oral Capsule [Emend]) / 2 (aprepitant 80 MG Oral Capsule [Emend]) } Pack [Emend Tri-Fold Pack],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Emend 125 mg (1)-80 mg (1)-80 mg(1) Caps in dose pack,1970-01-01,2099-12-31,NA
122,2000010562,hepatitis B immune globulin,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Hepatitis B Immune Globulin (Nabi-HB) NABI-HB,1970-01-01,2099-12-31,NA
123,2000010708,sunitinib 50 MG [Sutent],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Sutent 50 mg,1970-01-01,2099-12-31,NA
124,2000010072,lamotrigine 150 MG [Lamictal],Drug,mimiciv_drug_ndc,Prescription Drug,NA,LaMICtal (Brand Name) 150 mg,1970-01-01,2099-12-31,NA
125,2000010959,Pramipexole dihydrochloride 1.5 MG Oral Tablet [Mirapex],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Mirapex 1.5 mg Tab,1970-01-01,2099-12-31,NA
126,2000011014,Carbidopa 25 MG Oral Tablet [Lodosyn],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Lodosyn 25 mg Tab,1970-01-01,2099-12-31,NA
127,2000010387,insulin detemir 100 UNT/ML,Drug,mimiciv_drug_ndc,Prescription Drug,NA,insulin detemir 100 unit/mL Sub-Q Pen,1970-01-01,2099-12-31,NA
128,2000011015,"Estrogens, Esterified (USP) 0.625 MG Oral Tablet [Menest]",Drug,mimiciv_drug_ndc,Prescription Drug,NA,Esterified Estrogen (Menest) 0.625mg tablet,1970-01-01,2099-12-31,NA
129,2000010525,Soybean Oil 200 MG/ML [Intralipid],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Intralipid 20%,1970-01-01,2099-12-31,NA
130,2000010245,trisodium citrate,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Trisodium Citrate 4% Replacement Soln 3556mL Bag,1970-01-01,2099-12-31,NA
131,2000010589,Morphine Sulfate 20 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Morphine Sulfate 20mg/ml,1970-01-01,2099-12-31,NA
132,2000010300,Ketotifen 0.25 MG/ML [Zaditor],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Zaditor (Ketotifen fumarate) 0.025%,1970-01-01,2099-12-31,NA
133,2000010273,Dutasteride 0.5 MG Oral Capsule [Avodart],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Avodart (dutasteride) 0.5mg tabet,1970-01-01,2099-12-31,NA
134,2000010239,brimonidine / Timolol Ophthalmic Solution [Combigan],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Combigan 1 Drop,1970-01-01,2099-12-31,NA
135,2000011142,Vancomycin,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Vancomycin fortified opthalmic 50mg/ml,1970-01-01,2099-12-31,NA
136,2000010435,moxifloxacin 5 MG/ML [Vigamox],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Vigamox 0.5% 0.5%,1970-01-01,2099-12-31,NA
137,2000011295,Lactase 3000 UNT [Lactaid],Drug,mimiciv_drug_ndc,Prescription Drug,NA,"Lactaid 3,000 unit chewable tablet",1970-01-01,2099-12-31,NA
138,2000010377,insulin detemir 100 UNT/ML,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Insulin Detemir 100 unit/mL Sub-Q,1970-01-01,2099-12-31,NA
139,2000011149,Melatonin 1 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,melatonin 1 mg Tab,1970-01-01,2099-12-31,NA
140,2000010917,Betamethasone 0.0005 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment [Taclonex],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Taclonex 0.05 % (0.064%)-0.005 % Ointment,1970-01-01,2099-12-31,NA
141,2000010748,salmon oil 1000 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Salmon Oil-1000 1,1970-01-01,2099-12-31,NA
142,2000010909,sitagliptin 100 MG Oral Tablet [Januvia],Drug,mimiciv_drug_ndc,Prescription Drug,NA,JANUVIA 100 mg Tab,1970-01-01,2099-12-31,NA
143,2000011348,tizanidine 4 MG Oral Tablet,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Tizanidine 4 mg Tab,1970-01-01,2099-12-31,NA
144,2000011008,Cyanocobalamin Co57,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Cyanocobalamin 100mcg tablet,1970-01-01,2099-12-31,NA
145,2000010851,Calcium Gluconate,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Calcium Gluconate,1970-01-01,2099-12-31,NA
146,2000010883,Fenofibrate 200 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,fenofibrate 200mg,1970-01-01,2099-12-31,NA
147,2000010450,abiraterone acetate 250 MG Oral Tablet [Zytiga],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Zytiga 250 mg tablet,1970-01-01,2099-12-31,NA
148,2000010707,Tenecteplase,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Tenecteplase 1 Dose,1970-01-01,2099-12-31,NA
149,2000010182,Amylases / Endopeptidases / Lipase Oral Capsule [Creon],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Creon 20 3 CAPS,1970-01-01,2099-12-31,NA
150,2000011009,magnesium amino acid chelate 133 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,magnesium oxide-Mg AA chelate 133mg,1970-01-01,2099-12-31,NA
151,2000010496,Levothyroxine Sodium 0.088 MG,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Levothyroxine 88 mcg,1970-01-01,2099-12-31,NA
152,2000011010,12 HR ranolazine 500 MG Extended Release Oral Tablet [Ranexa],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Ranolazine SR 500 mg 12 hr Tab,1970-01-01,2099-12-31,NA
153,2000010224,Divalproex Sodium 250 MG [Depakote],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Depakote 250 mg Tab,1970-01-01,2099-12-31,NA
154,2000010466,C1 esterase inhibitor (human) 500 UNT [Cinryze],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Cinryze (C1 estrase inhibitor) 500 units,1970-01-01,2099-12-31,NA
155,2000011220,sildenafil 20 MG [Revatio],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Revatio 20 mg,1970-01-01,2099-12-31,NA
156,2000010689,Mannitol 200 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Mannitol 20% 500ML PREMIX,1970-01-01,2099-12-31,NA
157,2000011272,Haloperidol 2 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Haloperidol 2 mg/ml,1970-01-01,2099-12-31,NA
158,2000010785,bimatoprost 0.1 MG/ML [Lumigan],Drug,mimiciv_drug_ndc,Prescription Drug,NA,Lumigan 0.01%,1970-01-01,2099-12-31,NA
159,2000010219,gefitinib 250 MG Oral Tablet [Iressa],Drug,mimiciv_drug_ndc,Prescription Drug,NA,IRESSA 250mg tab,1970-01-01,2099-12-31,NA
160,2000011367,D5W 250mL Bottle,Drug,mimiciv_drug_ndc,Prescription Drug,NA,D5W 250mL Bottle,1970-01-01,2099-12-31,NA
161,2000010264,Levobupivacaine 0.5 MG/ML,Drug,mimiciv_drug_ndc,Prescription Drug,NA,Bupivacaine 0.50% 0.50%; 30ML V,1970-01-01,2099-12-31,NA
